20	10	0	0.121219947	-193.161534	-193.161534	-193.161534	-193.161534	0	0	0	0	0	0	3
21	11	0	0.136632769	-101.130757	-147.146145	-193.161534	-101.130757	46.0153881	0	0	0	0	0	3
22	11	0	0.152045591	-39.8019598	-111.36475	-193.161534	-39.8019598	81.7967833	0	0	0	0	0	3
23	11	0	0.167458414	-11.6535861	-86.4369592	-193.161534	-11.6535861	106.724574	0	0	0	0	0	3
24	12	0	0.182871236	-5.23438246	-70.1964438	-193.161534	-5.23438246	122.96509	0	0	0	0	0	3
25	12	0	0.198284058	-4.20656658	-59.198131	-193.161534	-4.20656658	133.963403	0	0	0	0	0	3
26	13	0	0.21369688	-5.64572358	-51.547787	-193.161534	-4.20656658	141.613746	0	0	0	0	0	3
27	13	0	0.229109702	-7.36297344	-46.0246853	-193.161534	-4.20656658	147.136848	0	0	0	0	0	3
28	13	0	0.244522524	-6.21496646	-41.6013832	-193.161534	-4.20656658	151.56015	0	0	0	0	0	3
29	14	0	0.259935346	-4.65550734	-37.9067957	-193.161534	-4.20656658	155.254738	0	0	0	0	0	3
30	14	0	0.275348169	-5.26702619	-34.9395439	-193.161534	-4.20656658	158.22199	0	0	0	0	0	3
31	14	0	0.290760991	-6.74217111	-32.5897628	-193.161534	-4.20656658	160.571771	0	0	0	0	0	3
32	15	0	0.306173813	-7.06816751	-30.6265632	-193.161534	-4.20656658	162.53497	0	0	0	0	0	3
33	15	0	0.321586635	-6.75411698	-28.9213885	-193.161534	-4.20656658	164.240145	0	0	0	0	0	3
34	15	0	0.336999457	-5.41942391	-27.3545908	-193.161534	-4.20656658	165.806943	0	0	0	0	0	3
35	16	0	0.352412279	-5.07437063	-25.9620771	-193.161534	-4.20656658	167.199456	0	0	0	0	0	3
36	16	0	0.367825101	-6.68190269	-24.8279492	-193.161534	-4.20656658	168.333584	0	0	0	0	0	3
37	17	0	0.383237924	-7.03547039	-23.8394781	-193.161534	-4.20656658	169.322055	0	0	0	0	0	3
38	17	0	0.398650746	-6.82234573	-22.9438396	-193.161534	-4.20656658	170.217694	0	0	0	0	0	3
39	17	0	0.414063568	-6.45033327	-22.1191642	-193.161534	-4.20656658	171.042369	0	0	0	0	0	3
40	18	0	0.42947639	-5.55588433	-21.3304366	-193.161534	-4.20656658	171.831097	0	0	0	0	0	3
41	18	0	0.444889212	-7.08655185	-20.6829873	-193.161534	-4.20656658	172.478546	0	0	0	0	0	3
42	19	0	0.460302034	-7.84485479	-20.1248076	-193.161534	-4.20656658	173.036726	0	0	0	0	0	3
43	19	0	0.475714856	-6.82004955	-19.5704427	-193.161534	-4.20656658	173.591091	0	0	0	0	0	3
44	19	0	0.491127679	-5.44466911	-19.0054118	-193.161534	-4.20656658	174.156122	0	0	0	0	0	3
45	20	0	0.506540501	-4.67875338	-18.4543865	-193.161534	-4.20656658	174.707147	0	0	0	0	0	3
46	20	0	0.521953323	-4.03099668	-17.9201868	-193.161534	-4.03099668	175.241347	0	0	0	0	0	3
47	20	0	0.537366145	-3.60441471	-17.4089093	-193.161534	-3.60441471	175.752624	0	0	0	0	0	3
48	21	0	0.552778967	-3.13741098	-16.9167886	-193.161534	-3.13741098	176.244745	0	0	0	0	0	3
49	21	0	0.568191789	-2.89626806	-16.4494379	-193.161534	-2.89626806	176.712096	0	0	0	0	0	3
50	21	0	0.583604611	-2.59997252	-16.002681	-193.161534	-2.59997252	177.158853	0	0	0	0	0	3
51	22	0	0.599017434	-2.53313217	-15.5817576	-193.161534	-2.53313217	177.579776	0	0	0	0	0	3
52	22	0	0.614430256	-2.36826641	-15.1813488	-193.161534	-2.36826641	177.980185	0	0	0	0	0	3
53	23	0	0.629843078	-2.37866439	-9.40004971	-101.130757	-2.36826641	98.7624908	0	0	0	0	0	3
54	23	0	0.6452559	-2.30157882	-6.40522612	-39.8019598	-2.30157882	37.500381	0	0	0	0	0	3
