Iteration	CPUTime	PhysTime	Travels
138	543	0.00572835968	0.578127292
139	547	0.00578429863	0.58231662
140	550	0.00584023096	0.586505948
141	553	0.0058964421	0.590695276
142	557	0.00595287437	0.594884605
143	560	0.00600941322	0.599073933
144	564	0.00606477903	0.603263261
145	568	0.00612187149	0.607452589
146	571	0.00617769493	0.611641917
147	575	0.00623486857	0.615831246
148	579	0.0062910128	0.620020574
149	582	0.00634813028	0.624209902
150	586	0.00640451553	0.62839923
151	589	0.00646157364	0.632588558
152	592	0.00651813266	0.636777887
153	596	0.00657530897	0.640967215
154	599	0.00663212289	0.645156543
155	602	0.00668935101	0.649345871
156	606	0.00674641632	0.653535199
157	609	0.00680372237	0.657724528
158	612	0.00686096947	0.661913856
159	615	0.00691839392	0.666103184
160	619	0.00697592422	0.670292512
161	622	0.00703339817	0.67448184
162	625	0.00709108772	0.678671169
163	629	0.00714858247	0.682860497
164	632	0.00720649035	0.687049825
165	636	0.00726526412	0.691239153
166	639	0.00732265872	0.695428481
167	643	0.00738124041	0.69961781
168	646	0.00743868655	0.703807138
169	649	0.0074972652	0.707996466
170	652	0.00755482076	0.712185794
171	656	0.00761343053	0.716375122
172	659	0.00767110162	0.720564451
173	662	0.00772977302	0.724753779
174	666	0.0077874215	0.728943107
175	669	0.00784620783	0.733132435
176	672	0.00790384265	0.737321763
177	675	0.00796273512	0.741511092
178	679	0.00802045844	0.74570042
179	682	0.00807941121	0.749889748
180	685	0.00813703303	0.754079076
181	689	0.00819587168	0.758268404
182	692	0.00825329263	0.762457733
183	696	0.0083119291	0.766647061
184	699	0.00836898771	0.770836389
185	703	0.00842732313	0.775025717
186	706	0.00848397394	0.779215045
187	709	0.00854200005	0.783404374
188	713	0.00859831567	0.787593702
189	716	0.00865572819	0.79178303
190	721	0.00871253824	0.795972358
191	725	0.00877018877	0.800161686
192	728	0.00882703536	0.804351015
193	732	0.0088848679	0.808540343
194	735	0.00894187456	0.812729671
195	738	0.00899989427	0.816918999
196	742	0.00905708209	0.821108327
197	745	0.00911518117	0.825297656
198	748	0.00917255042	0.829486984
199	752	0.00923076275	0.833676312
200	755	0.00928831771	0.83786564
201	777	0.00934668667	0.842054968
202	780	0.00940437536	0.846244297
203	783	0.00946283049	0.850433625
204	787	0.00952060756	0.854622953
205	790	0.00957918223	0.858812281
206	794	0.00963704246	0.863001609
207	797	0.009695722	0.867190938
208	801	0.00975361447	0.871380266
209	804	0.00981243385	0.875569594
210	808	0.00987023764	0.879758922
211	812	0.00992917704	0.88394825
212	815	0.00998670755	0.888137579
213	819	0.0100458017	0.892326907
214	823	0.0101035587	0.896516235
215	826	0.0101628614	0.900705563
216	829	0.0102208201	0.904894891
217	833	0.0102803039	0.90908422
218	836	0.0103384	0.913273548
219	839	0.0103980408	0.917462876
220	843	0.0104562931	0.921652204
221	846	0.0105160646	0.925841532
222	849	0.0105744458	0.930030861
223	853	0.0106343215	0.934220189
224	857	0.0106928238	0.938409517
225	860	0.0107528274	0.942598845
226	864	0.0108113678	0.946788173
227	868	0.0108714819	0.950977502
228	871	0.0109300517	0.95516683
229	875	0.0109902874	0.959356158
230	878	0.0110489088	0.963545486
231	882	0.0111092025	0.967734814
232	885	0.0111678692	0.971924143
233	889	0.0112283353	0.976113471
234	893	0.01128709	0.980302799
235	896	0.0113476592	0.984492127
236	900	0.0114064184	0.988681455
237	903	0.0114671362	0.992870784
238	906	0.0115258824	0.997060112
239	910	0.0115867591	1.00124944
240	913	0.0116455405	1.00543877
241	916	0.0117064168	1.0096281
242	920	0.0117652655	1.01381742
243	923	0.0118263251	1.01800675
244	926	0.0118852291	1.02219608
245	930	0.0119462419	1.02638541
246	933	0.0120051408	1.03057474
247	936	0.0120662332	1.03476407
248	940	0.0121251585	1.03895339
249	943	0.0121860996	1.04314272
250	946	0.012244756	1.04733205
251	950	0.0123055475	1.05152138
252	953	0.0123642134	1.05571071
253	956	0.0124249424	1.05990003
254	960	0.0124835837	1.06408936
255	963	0.0125443538	1.06827869
256	966	0.0126029812	1.07246802
257	970	0.0126637096	1.07665735
258	973	0.0127223805	1.08084668
259	976	0.012783095	1.085036
260	980	0.0128415983	1.08922533
261	983	0.0129023161	1.09341466
262	987	0.0129608638	1.09760399
263	990	0.0130215434	1.10179332
264	994	0.0130800627	1.10598265
265	998	0.0131407418	1.11017197
266	1001	0.013199262	1.1143613
267	1005	0.013259927	1.11855063
268	1008	0.0133185049	1.12273996
269	1011	0.0133791752	1.12692929
270	1014	0.0134377832	1.13111861
271	1018	0.0134984343	1.13530794
272	1021	0.0135570238	1.13949727
273	1025	0.0136176419	1.1436866
274	1028	0.0136762118	1.14787593
275	1031	0.0137368058	1.15206526
276	1034	0.0137953709	1.15625458
277	1038	0.0138559204	1.16044391
278	1041	0.0139144862	1.16463324
279	1044	0.0139750557	1.16882257
280	1047	0.0140336412	1.1730119
281	1051	0.0140942205	1.17720122
282	1054	0.0141528607	1.18139055
283	1058	0.0142134365	1.18557988
284	1061	0.0142720618	1.18976921
285	1064	0.0143326828	1.19395854
286	1067	0.0143913309	1.19814787
287	1071	0.014452008	1.20233719
288	1074	0.0145106994	1.20652652
289	1077	0.0145714551	1.21071585
290	1081	0.0146301288	1.21490518
291	1084	0.0146909657	1.21909451
292	1088	0.014749664	1.22328383
293	1091	0.0148105474	1.22747316
294	1095	0.0148692444	1.23166249
295	1098	0.0149302899	1.23585182
296	1102	0.0149890614	1.24004115
297	1105	0.0150503259	1.24423048
298	1109	0.0151090746	1.2484198
299	1112	0.0151703722	1.25260913
300	1115	0.0152290095	1.25679846
301	1141	0.015290314	1.26098779
302	1144	0.0153488742	1.26517712
303	1148	0.0154101776	1.26936644
304	1151	0.0154686863	1.27355577
305	1154	0.0155299769	1.2777451
306	1158	0.0155884228	1.28193443
307	1161	0.0156497477	1.28612376
308	1165	0.0157081528	1.29031309
309	1168	0.0157694932	1.29450241
310	1171	0.0158278297	1.29869174
311	1175	0.0158891901	1.30288107
312	1178	0.0159475041	1.3070704
313	1181	0.0160089641	1.31125973
314	1184	0.0160684025	1.31544906
315	1188	0.0161298309	1.31963838
316	1191	0.0161886781	1.32382771
317	1194	0.0162501439	1.32801704
318	1198	0.016308989	1.33220637
319	1201	0.0163707698	1.3363957
320	1205	0.0164297593	1.34058502
321	1208	0.0164915215	1.34477435
322	1211	0.0165504466	1.34896368
323	1215	0.0166121776	1.35315301
324	1218	0.0166710419	1.35734234
325	1221	0.0167328083	1.36153167
326	1225	0.0167916364	1.36572099
327	1228	0.0168534488	1.36991032
328	1231	0.0169120981	1.37409965
329	1234	0.0169736135	1.37828898
330	1238	0.0170322698	1.38247831
331	1241	0.0170938374	1.38666763
332	1245	0.0171525034	1.39085696
333	1248	0.0172141301	1.39504629
334	1252	0.0172729671	1.39923562
335	1255	0.0173347821	1.40342495
336	1258	0.0173935843	1.40761428
337	1262	0.017454994	1.4118036
338	1265	0.0175139201	1.41599293
339	1269	0.0175754297	1.42018226
340	1272	0.0176341882	1.42437159
341	1275	0.017695622	1.42856092
342	1279	0.0177543264	1.43275024
343	1282	0.0178139731	1.43693957
344	1285	0.017874139	1.4411289
345	1289	0.0179340335	1.44531823
346	1292	0.0179943882	1.44950756
347	1296	0.0180545137	1.45369689
348	1299	0.0181151188	1.45788621
349	1303	0.0181753888	1.46207554
350	1306	0.018236182	1.46626487
351	1310	0.0182971909	1.4704542
352	1313	0.0183580429	1.47464353
353	1316	0.0184191059	1.47883286
354	1320	0.0184800125	1.48302218
355	1323	0.0185411068	1.48721151
356	1327	0.0186018963	1.49140084
357	1330	0.0186627452	1.49559017
358	1333	0.0187233394	1.4997795
359	1336	0.0187840426	1.50396882
360	1340	0.018844598	1.50815815
361	1343	0.0189053086	1.51234748
362	1346	0.0189658103	1.51653681
363	1350	0.0190264457	1.52072614
364	1353	0.0190868784	1.52491547
365	1357	0.0191474	1.52910479
366	1360	0.0192078393	1.53329412
367	1363	0.0192683737	1.53748345
368	1367	0.0193287413	1.54167278
369	1371	0.019389235	1.54586211
370	1374	0.0194495908	1.55005143
371	1377	0.019510048	1.55424076
372	1381	0.019570361	1.55843009
373	1384	0.0196307661	1.56261942
374	1388	0.0196910637	1.56680875
375	1391	0.0197514929	1.57099808
376	1394	0.0198120325	1.5751874
377	1398	0.0198726257	1.57937673
378	1401	0.0199332763	1.58356606
379	1404	0.0199938072	1.58775539
380	1407	0.0200543142	1.59194472
381	1411	0.0201149228	1.59613404
382	1414	0.020175522	1.60032337
383	1417	0.0202360236	1.6045127
384	1421	0.0202964111	1.60870203
385	1424	0.020356698	1.61289136
386	1427	0.020416992	1.61708069
387	1431	0.0204771675	1.62127001
388	1434	0.0205372931	1.62545934
389	1437	0.0205973178	1.62964867
390	1441	0.0206572396	1.633838
391	1444	0.0207170936	1.63802733
392	1447	0.0207769863	1.64221665
393	1451	0.0208368057	1.64640598
394	1454	0.0208966117	1.65059531
395	1457	0.0209563296	1.65478464
396	1461	0.021016078	1.65897397
397	1464	0.0210757327	1.6631633
398	1467	0.0211354242	1.66735262
399	1470	0.0211950341	1.67154195
400	1474	0.0212547245	1.67573128
401	1495	0.0213143338	1.67992061
402	1498	0.0213739676	1.68410994
403	1501	0.0214335355	1.68829927
404	1504	0.0214931495	1.69248859
405	1508	0.0215526694	1.69667792
406	1511	0.0216122418	1.70086725
407	1514	0.021671735	1.70505658
408	1517	0.0217314634	1.70924591
409	1521	0.0217910418	1.71343523
410	1524	0.0218506723	1.71762456
411	1527	0.0219101981	1.72181389
412	1531	0.0219697415	1.72600322
413	1534	0.022029176	1.73019255
414	1537	0.0220886572	1.73438188
415	1541	0.0221480221	1.7385712
416	1544	0.0222074208	1.74276053
417	1547	0.0222667073	1.74694986
418	1551	0.0223260608	1.75113919
419	1554	0.0223852839	1.75532852
420	1557	0.0224445726	1.75951784
421	1561	0.022503728	1.76370717
422	1564	0.0225629769	1.7678965
423	1567	0.022622099	1.77208583
424	1570	0.0226813097	1.77627516
425	1574	0.0227403867	1.78046449
426	1577	0.0227995832	1.78465381
427	1580	0.0228586443	1.78884314
428	1584	0.0229178196	1.79303247
429	1587	0.022976841	1.7972218
430	1591	0.0230359954	1.80141113
431	1594	0.0230949828	1.80560045
432	1598	0.0231541212	1.80978978
433	1601	0.0232131264	1.81397911
434	1605	0.0232722553	1.81816844
435	1608	0.0233312441	1.82235777
436	1612	0.023390362	1.8265471
437	1615	0.0234493376	1.83073642
438	1619	0.0235084269	1.83492575
439	1622	0.0235673741	1.83911508
440	1625	0.0236264544	1.84330441
441	1629	0.0236854383	1.84749374
442	1632	0.0237445027	1.85168306
443	1635	0.0238034691	1.85587239
444	1639	0.0238625701	1.86006172
445	1642	0.0239215295	1.86425105
446	1645	0.0239804986	1.86844038
447	1649	0.0240395115	1.87262971
448	1652	0.0240986547	1.87681903
449	1655	0.0241576814	1.88100836
450	1659	0.0242167223	1.88519769
451	1662	0.0242758424	1.88938702
452	1665	0.0243350902	1.89357635
453	1669	0.024394058	1.89776568
454	1672	0.0244534155	1.901955
455	1676	0.0245124928	1.90614433
456	1679	0.0245718392	1.91033366
457	1682	0.0246309171	1.91452299
458	1686	0.0246902692	1.91871232
459	1689	0.0247494129	1.92290164
460	1692	0.0248087859	1.92709097
461	1696	0.0248680201	1.9312803
462	1699	0.0249274687	1.93546963
463	1702	0.0249867202	1.93965896
464	1706	0.025046193	1.94384829
465	1709	0.02510546	1.94803761
466	1712	0.0251649086	1.95222694
467	1716	0.0252241809	1.95641627
468	1719	0.0252836688	1.9606056
469	1723	0.0253428826	1.96479493
470	1726	0.0254022171	1.96898425
471	1729	0.0254610845	1.97317358
472	1733	0.0255199403	1.97736291
473	1736	0.0255785526	1.98155224
474	1740	0.025637547	1.98574157
475	1743	0.025696331	1.9899309
476	1747	0.0257552458	1.99412022
477	1750	0.0258142651	1.99830955
478	1753	0.0258732282	2.00249888
479	1757	0.0259321795	2.00668821
480	1760	0.0259911803	2.01087754
481	1763	0.0260501687	2.01506686
482	1767	0.0261092039	2.01925619
483	1770	0.0261682548	2.02344552
484	1773	0.026227306	2.02763485
485	1776	0.0262863932	2.03182418
486	1780	0.0263455018	2.03601351
487	1783	0.0264046253	2.04020283
488	1787	0.0264637568	2.04439216
489	1790	0.0265229088	2.04858149
490	1793	0.0265821262	2.05277082
491	1796	0.0266412937	2.05696015
492	1800	0.0267004481	2.06114947
493	1803	0.0267595971	2.0653388
494	1806	0.0268187707	2.06952813
495	1810	0.0268779471	2.07371746
496	1814	0.0269371248	2.07790679
497	1817	0.0269963398	2.08209612
498	1821	0.0270555844	2.08628544
499	1824	0.0271149331	2.09047477
500	1828	0.0271742208	2.0946641
501	1854	0.0272336467	2.09885343
502	1858	0.0272930577	2.10304276
503	1861	0.0273525482	2.10723209
504	1864	0.0274120234	2.11142141
505	1867	0.0274715597	2.11561074
506	1871	0.0275310918	2.11980007
507	1874	0.0275907007	2.1239894
508	1877	0.0276503353	2.12817873
509	1881	0.0277100455	2.13236805
510	1884	0.0277697555	2.13655738
511	1887	0.0278295236	2.14074671
512	1891	0.0278893371	2.14493604
513	1894	0.0279492212	2.14912537
514	1897	0.0280091256	2.1533147
515	1901	0.028069085	2.15750402
516	1904	0.0281290571	2.16169335
517	1907	0.0281890881	2.16588268
518	1911	0.0282491151	2.17007201
519	1914	0.0283092083	2.17426134
520	1917	0.028369316	2.17845066
521	1921	0.0284295143	2.18263999
522	1924	0.028489688	2.18682932
523	1928	0.0285499693	2.19101865
524	1931	0.0286102339	2.19520798
525	1935	0.0286705236	2.19939731
526	1938	0.0287307075	2.20358663
527	1941	0.0287908633	2.20777596
528	1945	0.0288511577	2.21196529
529	1948	0.0289113542	2.21615462
530	1951	0.0289715365	2.22034395
531	1955	0.0290317419	2.22453327
532	1958	0.0290919684	2.2287226
533	1961	0.0291522798	2.23291193
534	1965	0.0292125878	2.23710126
535	1968	0.0292729063	2.24129059
536	1971	0.0293332591	2.24547992
537	1975	0.0293936521	2.24966924
538	1978	0.0294540771	2.25385857
539	1981	0.0295145185	2.2580479
540	1985	0.029575042	2.26223723
541	1988	0.029635554	2.26642656
542	1991	0.0296961612	2.27061589
543	1995	0.029756693	2.27480521
544	1998	0.0298174626	2.27899454
545	2001	0.0298781121	2.28318387
546	2005	0.0299389419	2.2873732
547	2008	0.0299996141	2.29156253
548	2011	0.03006036	2.29575185
549	2015	0.0301213346	2.29994118
550	2018	0.0301821691	2.30413051
551	2021	0.0302430845	2.30831984
552	2025	0.0303041988	2.31250917
553	2028	0.0303651639	2.3166985
554	2032	0.0304261512	2.32088782
555	2035	0.0304871743	2.32507715
556	2039	0.0305482116	2.32926648
557	2042	0.0306093488	2.33345581
558	2046	0.0306705103	2.33764514
559	2049	0.0307316942	2.34183446
560	2053	0.0307929102	2.34602379
561	2056	0.030854205	2.35021312
562	2059	0.0309155461	2.35440245
563	2063	0.0309769107	2.35859178
564	2066	0.0310382749	2.36278111
565	2069	0.0310995401	2.36697043
566	2073	0.0311607072	2.37115976
567	2076	0.0312218322	2.37534909
568	2079	0.031282942	2.37953842
569	2083	0.0313440442	2.38372775
570	2086	0.0314051829	2.38791707
571	2089	0.0314663728	2.3921064
572	2093	0.0315275863	2.39629573
573	2096	0.0315888512	2.40048506
574	2099	0.0316501788	2.40467439
575	2103	0.0317115093	2.40886372
576	2106	0.0317729154	2.41305304
577	2109	0.0318343418	2.41724237
578	2113	0.0318958278	2.4214317
579	2116	0.0319573321	2.42562103
580	2119	0.0320187588	2.42981036
581	2123	0.0320801258	2.43399968
582	2126	0.0321415022	2.43818901
583	2129	0.0322028973	2.44237834
584	2133	0.0322643521	2.44656767
585	2136	0.0323258102	2.450757
586	2139	0.0323872973	2.45494633
587	2143	0.0324487916	2.45913565
588	2146	0.0325102972	2.46332498
589	2149	0.0325718156	2.46751431
590	2153	0.0326332086	2.47170364
591	2156	0.0326944369	2.47589297
592	2159	0.0327555467	2.4800823
593	2162	0.0328170336	2.48427162
594	2166	0.0328786772	2.48846095
595	2169	0.0329404032	2.49265028
596	2172	0.0330021275	2.49683961
597	2176	0.0330637512	2.50102894
598	2179	0.0331255765	2.50521826
599	2183	0.0331874774	2.50940759
600	2186	0.0332493231	2.51359692
601	2208	0.0333112687	2.51778625
602	2212	0.0333731983	2.52197558
603	2215	0.0334352139	2.52616491
604	2219	0.0334972267	2.53035423
605	2222	0.0335593213	2.53454356
606	2225	0.0336214208	2.53873289
607	2228	0.0336835967	2.54292222
608	2232	0.0337457854	2.54711155
609	2235	0.0338080514	2.55130087
610	2238	0.033870332	2.5554902
611	2242	0.0339326951	2.55967953
612	2245	0.0339950737	2.56386886
613	2248	0.0340575197	2.56805819
614	2252	0.0341199922	2.57224752
615	2255	0.03418252	2.57643684
616	2258	0.0342450711	2.58062617
617	2262	0.0343076905	2.5848155
618	2265	0.034370328	2.58900483
619	2268	0.0344330377	2.59319416
620	2272	0.0344957688	2.59738348
621	2275	0.034558569	2.60157281
622	2279	0.0346213781	2.60576214
623	2282	0.0346842614	2.60995147
624	2285	0.034747154	2.6141408
625	2289	0.0348101285	2.61833013
626	2292	0.0348731139	2.62251945
627	2295	0.0349361802	2.62670878
628	2299	0.0349992512	2.63089811
629	2302	0.0350624018	2.63508744
630	2305	0.0351255481	2.63927677
631	2308	0.0351887715	2.64346609
632	2312	0.035252003	2.64765542
633	2315	0.0353153175	2.65184475
634	2318	0.035378637	2.65603408
635	2322	0.0354420353	2.66022341
636	2325	0.0355054341	2.66441274
637	2328	0.0355689085	2.66860206
638	2332	0.0356323782	2.67279139
639	2335	0.0356959284	2.67698072
640	2338	0.0357594822	2.68117005
641	2342	0.0358231098	2.68535938
642	2345	0.0358867396	2.68954871
643	2348	0.0359504475	2.69373803
644	2352	0.0360141541	2.69792736
645	2355	0.0360779312	2.70211669
646	2358	0.0361417133	2.70630602
647	2362	0.0362055722	2.71049535
648	2365	0.0362694366	2.71468467
649	2368	0.0363333456	2.718874
650	2372	0.036397275	2.72306333
651	2375	0.036461241	2.72725266
652	2378	0.0365252456	2.73144199
653	2382	0.0365892736	2.73563132
654	2385	0.0366533425	2.73982064
655	2389	0.0367174381	2.74400997
656	2392	0.0367815709	2.7481993
657	2396	0.0368457384	2.75238863
658	2399	0.0369099447	2.75657796
659	2403	0.0369741814	2.76076728
660	2406	0.0370384525	2.76495661
661	2409	0.0371027355	2.76914594
662	2413	0.0371670459	2.77333527
663	2416	0.0372313697	2.7775246
664	2419	0.0372957356	2.78171393
665	2423	0.0373600981	2.78590325
666	2426	0.0374245152	2.79009258
667	2429	0.0374889306	2.79428191
668	2433	0.0375533941	2.79847124
669	2436	0.0376178566	2.80266057
670	2440	0.0376823474	2.80684989
671	2443	0.0377468416	2.81103922
672	2447	0.0378113509	2.81522855
673	2450	0.0378759081	2.81941788
674	2454	0.0379405312	2.82360721
675	2458	0.0380051305	2.82779654
676	2461	0.0380697466	2.83198586
677	2465	0.038134427	2.83617519
678	2468	0.0381991002	2.84036452
679	2472	0.0382638142	2.84455385
680	2475	0.0383285063	2.84874318
681	2478	0.0383932595	2.8529325
682	2482	0.0384579831	2.85712183
683	2485	0.0385227763	2.86131116
684	2488	0.0385875445	2.86550049
685	2492	0.0386523725	2.86968982
686	2495	0.0387171758	2.87387915
687	2498	0.038782057	2.87806847
688	2502	0.0388469128	2.8822578
689	2505	0.0389118235	2.88644713
690	2509	0.0389767325	2.89063646
691	2512	0.03904169	2.89482579
692	2515	0.0391066305	2.89901512
693	2519	0.0391716513	2.90320444
694	2522	0.0392366483	2.90739377
695	2525	0.0393017024	2.9115831
696	2529	0.0393667493	2.91577243
697	2532	0.0394318492	2.91996176
698	2535	0.0394969376	2.92415108
699	2539	0.0395620798	2.92834041
700	2542	0.0396272089	2.93252974
701	2560	0.0396924181	2.93671907
702	2564	0.0397576038	2.9409084
703	2567	0.0398228431	2.94509773
704	2570	0.0398880353	2.94928705
705	2573	0.0399532397	2.95347638
706	2577	0.0400184311	2.95766571
707	2580	0.0400836827	2.96185504
708	2584	0.0401489187	2.96604437
709	2587	0.0402141944	2.97023369
710	2590	0.0402794948	2.97442302
711	2593	0.0403448226	2.97861235
712	2597	0.0404101494	2.98280168
713	2600	0.0404755305	2.98699101
714	2604	0.0405409073	2.99118034
715	2607	0.0406063443	2.99536966
716	2610	0.0406717706	2.99955899
717	2614	0.0407372416	3.00374832
718	2617	0.0408027336	3.00793765
719	2620	0.0408682615	3.01212698
720	2624	0.0409337794	3.0163163
721	2627	0.0409993407	3.02050563
722	2630	0.0410649006	3.02469496
723	2634	0.0411305025	3.02888429
724	2637	0.0411961116	3.03307362
725	2641	0.041261757	3.03726295
726	2644	0.0413273871	3.04145227
727	2647	0.0413930656	3.0456416
728	2651	0.0414587534	3.04983093
729	2657	0.0415244798	3.05402026
730	2661	0.0415901885	3.05820959
731	2665	0.041655943	3.06239892
732	2668	0.0417217037	3.06658824
733	2671	0.0417875042	3.07077757
734	2675	0.041853297	3.0749669
735	2678	0.0419191321	3.07915623
736	2681	0.0419849703	3.08334556
737	2685	0.0420508511	3.08753488
738	2688	0.0421167179	3.09172421
739	2692	0.0421826319	3.09591354
740	2695	0.0422485519	3.10010287
741	2698	0.0423145257	3.1042922
742	2702	0.0423804733	3.10848153
743	2705	0.0424464611	3.11267085
744	2709	0.0425124336	3.11686018
745	2712	0.0425784561	3.12104951
746	2715	0.0426444745	3.12523884
747	2719	0.0427105402	3.12942817
748	2722	0.0427765837	3.13361749
749	2725	0.0428426743	3.13780682
750	2729	0.0429087706	3.14199615
751	2732	0.0429749172	3.14618548
752	2736	0.0430410412	3.15037481
753	2739	0.0431072248	3.15456414
754	2742	0.0431733874	3.15875346
755	2746	0.0432395974	3.16294279
756	2749	0.0433058138	3.16713212
757	2752	0.0433720793	3.17132145
758	2756	0.0434383236	3.17551078
759	2759	0.0435046239	3.1797001
760	2763	0.0435709275	3.18388943
761	2766	0.0436372678	3.18807876
762	2769	0.0437035918	3.19226809
763	2773	0.0437699634	3.19645742
764	2776	0.0438363304	3.20064675
765	2780	0.0439027411	3.20483607
766	2783	0.0439691249	3.2090254
767	2787	0.0440355593	3.21321473
768	2790	0.0441019665	3.21740406
769	2794	0.0441684121	3.22159339
770	2797	0.0442348369	3.22578271
771	2800	0.0443013077	3.22997204
772	2804	0.0443677605	3.23416137
773	2807	0.0444342676	3.2383507
774	2811	0.0445007468	3.24254003
775	2814	0.0445672795	3.24672936
776	2817	0.044633775	3.25091868
777	2821	0.0447002981	3.25510801
778	2824	0.0447667997	3.25929734
779	2827	0.0448333523	3.26348667
780	2831	0.0448998588	3.267676
781	2834	0.0449664214	3.27186533
782	2837	0.0450329616	3.27605465
783	2841	0.045099547	3.28024398
784	2844	0.0451660995	3.28443331
785	2848	0.0452327054	3.28862264
786	2851	0.0452992927	3.29281197
787	2854	0.0453659264	3.29700129
788	2858	0.0454325335	3.30119062
789	2861	0.0454991893	3.30537995
790	2864	0.045565829	3.30956928
791	2868	0.0456325282	3.31375861
