Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	44	1.47915122e-05	0.0041893282	292.024189	292.024189	292.024189	292.024189	0	0	0	0	0	0	3
2	47	1.74283098e-05	0.0083786564	291.900611	292.005493	291.900611	292.024189	0.0186966247	0	0	0	0	0	3
3	51	2.02390588e-05	0.0125679846	292.004528	292.005359	291.900611	292.024189	0.0188305484	0	0	0	0	0	3
4	54	2.31709775e-05	0.0167573128	292.008208	292.005719	291.900611	292.024189	0.0188305484	0	0	0	0	0	3
5	58	2.61013774e-05	0.020946641	291.957558	292.000312	291.900611	292.024189	0.0238770585	0	0	0	0	0	3
6	62	3.06489135e-05	0.0251359692	291.89814	291.985152	291.89814	292.024189	0.0390369371	0	0	0	0	0	3
7	65	3.54507765e-05	0.0293252974	291.903665	291.974115	291.89814	292.024189	0.0500745745	0	0	0	0	0	3
8	69	4.02038796e-05	0.0335146256	291.924867	291.968292	291.89814	292.024189	0.055896907	0	0	0	0	0	3
9	72	4.48375489e-05	0.0377039538	291.965863	291.968041	291.89814	292.024189	0.056147991	0	0	0	0	0	3
10	76	4.92901942e-05	0.041893282	292.019695	291.972707	291.89814	292.024189	0.056147991	0	0	0	0	0	3
11	79	5.57917886e-05	0.0460826102	292.090514	291.986436	291.89814	292.090514	0.056147991	0	0	0	0	0	3
12	83	6.18897278e-05	0.0502719384	292.160296	292.003566	291.89814	292.160296	0.056147991	0	0	0	0	0	3
13	86	6.76846396e-05	0.0544612666	292.215109	292.021678	291.89814	292.215109	0.056147991	0	0	0	0	0	3
14	90	7.32767108e-05	0.0586505948	292.258761	292.039771	291.89814	292.258761	0.0717293131	0	0	0	0	0	3
15	94	7.86506047e-05	0.062839923	292.296398	292.057305	291.89814	292.296398	0.0892636544	0	0	0	0	0	3
16	97	8.64577198e-05	0.0670292512	292.338699	292.082715	291.89814	292.338699	0.114673464	0	0	0	0	0	3
17	101	9.40414286e-05	0.0712185794	292.379719	292.106666	291.89814	292.379719	0.138624557	0	0	0	0	0	3
18	104	0.000101625092	0.0754079076	292.411585	292.12942	291.89814	292.411585	0.1613788	0	0	0	0	0	3
19	108	0.000109750221	0.0795972358	292.435327	292.152067	291.89814	292.435327	0.184025988	0	0	0	0	0	3
20	111	0.000118680708	0.083786564	292.453993	292.174787	291.89814	292.453993	0.206745296	0	0	0	0	0	3
21	114	0.000133031547	0.0879758922	292.474955	292.207167	291.89814	292.474955	0.239126152	0	0	0	0	0	3
22	118	0.000148130273	0.0921652204	292.503272	292.237349	291.89814	292.503272	0.269307722	0	0	0	0	0	3
23	122	0.000164188878	0.0963545486	292.529724	292.265945	291.89814	292.529724	0.297903659	0	0	0	0	0	3
24	125	0.000180741438	0.100543877	292.553518	292.292281	291.89814	292.553518	0.32424002	0	0	0	0	0	3
25	129	0.0001980703	0.104733205	292.574359	292.31696	291.89814	292.574359	0.34891853	0	0	0	0	0	3
26	132	0.000224377488	0.108922533	292.595373	292.349602	291.89814	292.595373	0.38156111	0	0	0	0	0	3
27	136	0.000251805869	0.113111861	292.620026	292.379059	291.89814	292.620026	0.411017433	0	0	0	0	0	3
28	139	0.000279513804	0.11730119	292.641974	292.405121	291.89814	292.641974	0.437079936	0	0	0	0	0	3
29	143	0.000308172175	0.121490518	292.661291	292.428944	291.89814	292.661291	0.460902381	0	0	0	0	0	3
30	146	0.000337119544	0.125679846	292.679067	292.450421	291.89814	292.679067	0.482379708	0	0	0	0	0	3
31	150	0.000376615918	0.129869174	292.695467	292.476119	291.89814	292.695467	0.508078078	0	0	0	0	0	3
32	153	0.000416221293	0.134058502	292.714435	292.498796	291.89814	292.714435	0.530754872	0	0	0	0	0	3
33	157	0.000456858805	0.138247831	292.730593	292.519414	291.89814	292.730593	0.551373125	0	0	0	0	0	3
34	160	0.000497908848	0.142437159	292.744969	292.53801	291.89814	292.744969	0.569968992	0	0	0	0	0	3
35	163	0.000539335602	0.146626487	292.757511	292.55487	291.89814	292.757511	0.586828966	0	0	0	0	0	3
36	167	0.000581130838	0.150815815	292.768765	292.570254	291.89814	292.768765	0.6022124	0	0	0	0	0	3
37	170	0.00062329275	0.155005143	292.778909	292.584368	291.89814	292.778909	0.616326656	0	0	0	0	0	3
38	173	0.000665750847	0.159194472	292.7883	292.597374	291.89814	292.7883	0.629332403	0	0	0	0	0	3
39	177	0.000708583665	0.1633838	292.7969	292.609435	291.89814	292.7969	0.641393443	0	0	0	0	0	3
40	180	0.000751691355	0.167573128	292.804954	292.620647	291.89814	292.804954	0.652606021	0	0	0	0	0	3
41	183	0.000795159019	0.171762456	292.812474	292.631134	291.89814	292.812474	0.663092276	0	0	0	0	0	3
42	186	0.000838918139	0.175951784	292.819442	292.640956	291.89814	292.819442	0.672914715	0	0	0	0	0	3
43	190	0.000882996727	0.180141113	292.825876	292.650187	291.89814	292.825876	0.682145794	0	0	0	0	0	3
44	193	0.000927250954	0.184330441	292.831863	292.658858	291.89814	292.831863	0.690816499	0	0	0	0	0	3
45	196	0.000971879377	0.188519769	292.83746	292.667059	291.89814	292.83746	0.699017856	0	0	0	0	0	3
46	200	0.00101658562	0.192709097	292.842786	292.674787	291.89814	292.842786	0.706745769	0	0	0	0	0	3
47	203	0.0010615075	0.196898425	292.847884	292.682112	291.89814	292.847884	0.714071068	0	0	0	0	0	3
48	207	0.00110647225	0.201087754	292.8527	292.689045	291.89814	292.8527	0.721003381	0	0	0	0	0	3
49	210	0.00115174519	0.205277082	292.85732	292.695659	291.89814	292.85732	0.727617972	0	0	0	0	0	3
50	213	0.00119718611	0.20946641	292.861678	292.701961	291.89814	292.861678	0.733919446	0	0	0	0	0	3
51	217	0.00124290376	0.213655738	292.865843	292.707989	291.89814	292.865843	0.739947508	0	0	0	0	0	3
52	220	0.00128878871	0.217845066	292.869707	292.713746	291.89814	292.869707	0.745705183	0	0	0	0	0	3
53	223	0.00133489641	0.222034395	292.873412	292.719261	291.89814	292.873412	0.751220072	0	0	0	0	0	3
54	227	0.00138111491	0.226223723	292.876796	292.724533	291.89814	292.876796	0.75649192	0	0	0	0	0	3
55	230	0.00142752977	0.230413051	292.879986	292.729588	291.89814	292.879986	0.761546333	0	0	0	0	0	3
56	233	0.00147394009	0.234602379	292.882886	292.734414	291.89814	292.882886	0.766373272	0	0	0	0	0	3
57	236	0.00152057115	0.238791707	292.885611	292.739051	291.89814	292.885611	0.771009997	0	0	0	0	0	3
58	240	0.00156719373	0.242981036	292.888143	292.743487	291.89814	292.888143	0.775445331	0	0	0	0	0	3
59	243	0.00161404733	0.247170364	292.890394	292.747751	291.89814	292.890394	0.779709861	0	0	0	0	0	3
