Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	9	0	0.0125550385	-103.620652	-103.620652	-103.620652	-103.620652	0	0	0	0	0	0	3
2	11	0	0.025110077	-9857.20828	-4980.41446	-9857.20828	-103.620652	4876.79381	0	0	0	0	0	3
3	12	0	0.0376651154	-17512.2214	-9157.68345	-17512.2214	-103.620652	9054.0628	0	0	0	0	0	3
4	14	0	0.0502201539	-30220.5099	-14423.3901	-30220.5099	-103.620652	14319.7694	0	0	0	0	0	3
5	15	0	0.0627751924	-29625.8958	-17463.8912	-30220.5099	-103.620652	17360.2706	0	0	0	0	0	3
6	17	0	0.0753302309	-39544.7695	-21144.0376	-39544.7695	-103.620652	21040.4169	0	0	0	0	0	3
7	18	0	0.0878852694	-44940.3548	-24543.5115	-44940.3548	-103.620652	24439.8908	0	0	0	0	0	3
8	20	0	0.100440308	-61987.2646	-29223.9806	-61987.2646	-103.620652	29120.36	0	0	0	0	0	3
9	21	0	0.112995346	-50794.5066	-31620.7057	-61987.2646	-103.620652	31517.0851	0	0	0	0	0	3
10	23	0	0.125550385	-73861.7867	-35844.8138	-73861.7867	-103.620652	35741.1932	0	0	0	0	0	3
11	24	0	0.138105423	-88733.6298	-40652.888	-88733.6298	-103.620652	40549.2673	0	0	0	0	0	3
12	25	0	0.150660462	-135682.356	-48572.0103	-135682.356	-103.620652	48468.3896	0	0	0	0	0	3
13	27	0	0.1632155	-170023.427	-57914.427	-170023.427	-103.620652	57810.8063	0	0	0	0	0	3
14	28	0	0.175770539	-215326.601	-69158.1537	-215326.601	-103.620652	69054.533	0	0	0	0	0	3
15	30	0	0.188325577	-220571	-79252.3434	-220571	-103.620652	79148.7228	0	0	0	0	0	3
16	31	0	0.200880616	-267663.062	-91028.0133	-267663.062	-103.620652	90924.3927	0	0	0	0	0	3
17	32	0	0.213435654	-282655.253	-102300.204	-282655.253	-103.620652	102196.583	0	0	0	0	0	3
18	34	0	0.225990693	-303776.311	-113493.321	-303776.311	-103.620652	113389.7	0	0	0	0	0	3
19	35	0	0.238545731	-296050.149	-123101.575	-303776.311	-103.620652	122997.954	0	0	0	0	0	3
20	37	0	0.25110077	-292006.385	-131546.816	-303776.311	-103.620652	131443.195	0	0	0	0	0	3
21	39	0	0.263655808	-267261.669	-138009.428	-303776.311	-103.620652	137905.807	0	0	0	0	0	3
22	40	0	0.276210847	-247051.616	-142965.891	-303776.311	-103.620652	142862.27	0	0	0	0	0	3
23	42	0	0.288765885	-219619.166	-146298.642	-303776.311	-103.620652	146195.021	0	0	0	0	0	3
24	43	0	0.301320924	-207904.248	-148865.542	-303776.311	-103.620652	148761.921	0	0	0	0	0	3
25	45	0	0.313875962	-193033.889	-150632.276	-303776.311	-103.620652	150528.655	0	0	0	0	0	3
26	46	0	0.326431001	-195948.684	-152375.215	-303776.311	-103.620652	152271.594	0	0	0	0	0	3
27	48	0	0.338986039	-185046.227	-153585.252	-303776.311	-103.620652	153481.632	0	0	0	0	0	3
28	49	0	0.351541077	-172873.134	-154274.105	-303776.311	-103.620652	154170.485	0	0	0	0	0	3
29	50	0	0.364096116	-158653.066	-154425.104	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
30	52	0	0.376651154	-147979.443	-154210.248	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
31	53	0	0.389206193	-153703.423	-154193.899	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
32	55	0	0.401761231	-158127.78	-154316.833	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
33	57	0	0.41431627	-142072.794	-153945.802	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
34	58	0	0.426871308	-42545.7613	-150669.33	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
35	60	0	0.439426347	-49899.1175	-147790.181	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
36	62	0	0.451981385	-64333.7893	-145471.948	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
37	64	0	0.464536424	-120842.018	-144806.274	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
38	65	0	0.477091462	-115335.392	-144030.724	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
39	67	0	0.489646501	-130911.697	-143694.339	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
40	69	0	0.502201539	-140340.917	-143610.504	-303776.311	-103.620652	154321.483	0	0	0	0	0	3
41	71	0	0.514756578	-187409.534	-148293.151	-303776.311	-9857.20828	149444.689	0	0	0	0	0	3
42	73	0	0.527311616	-199382.941	-153031.295	-303776.311	-17512.2214	145267.42	0	0	0	0	0	3
43	74	0	0.539866655	-212481.638	-157905.53	-303776.311	-29625.8958	143482.14	0	0	0	0	0	3
44	76	0	0.552421693	-238342.359	-163108.576	-303776.311	-29625.8958	145644.685	0	0	0	0	0	3
45	77	0	0.564976732	-221593.511	-167907.767	-303776.311	-39544.7695	146763.729	0	0	0	0	0	3
46	79	0	0.57753177	-227303.455	-172601.734	-303776.311	-42545.7613	148058.222	0	0	0	0	0	3
47	81	0	0.590086809	-206178.257	-176632.681	-303776.311	-42545.7613	147408.701	0	0	0	0	0	3
48	82	0	0.602641847	-198868.663	-180054.716	-303776.311	-42545.7613	148434.011	0	0	0	0	0	3
49	84	0	0.615196886	-167835.119	-182980.732	-303776.311	-42545.7613	147135.918	0	0	0	0	0	3
50	86	0	0.627751924	-154477.509	-184996.125	-303776.311	-42545.7613	144343.237	0	0	0	0	0	3
51	87	0	0.640306963	-133267.415	-186109.469	-303776.311	-42545.7613	137537.459	0	0	0	0	0	3
52	89	0	0.652862001	-117367.406	-185651.596	-303776.311	-42545.7613	128195.042	0	0	0	0	0	3
53	91	0	0.66541704	-101161.636	-183930.051	-303776.311	-42545.7613	116951.316	0	0	0	0	0	3
