Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	9	0	0.0125550385	10.9968664	10.9968664	10.9968664	10.9968664	0	0	0	0	0	0	3
2	11	0	0.025110077	10.9963144	10.9965904	10.9963144	10.9968664	0.000275994507	0	0	0	0	0	3
3	12	0	0.0376651154	10.9948597	10.9960135	10.9948597	10.9968664	0.000852877795	0	0	0	0	0	3
4	14	0	0.0502201539	10.9930938	10.9952836	10.9930938	10.9968664	0.00158279447	0	0	0	0	0	3
5	15	0	0.0627751924	10.9905783	10.9943425	10.9905783	10.9968664	0.00252384992	0	0	0	0	0	3
6	17	0	0.0753302309	10.9772598	10.9914954	10.9772598	10.9968664	0.00537097327	0	0	0	0	0	3
7	18	0	0.0878852694	10.9580279	10.9867143	10.9580279	10.9968664	0.0101520418	0	0	0	0	0	3
8	20	0	0.100440308	10.93292	10.9799901	10.93292	10.9968664	0.016876329	0	0	0	0	0	3
9	21	0	0.112995346	10.899421	10.9710379	10.899421	10.9968664	0.0258284464	0	0	0	0	0	3
10	23	0	0.125550385	10.8571723	10.9596514	10.8571723	10.9968664	0.0372150122	0	0	0	0	0	3
11	24	0	0.138105423	10.803071	10.9454168	10.803071	10.9968664	0.0514495928	0	0	0	0	0	3
12	25	0	0.150660462	10.7226554	10.9268533	10.7226554	10.9968664	0.0700130448	0	0	0	0	0	3
13	27	0	0.1632155	10.6509273	10.9056283	10.6509273	10.9968664	0.0912381276	0	0	0	0	0	3
14	28	0	0.175770539	10.5940248	10.8833709	10.5940248	10.9968664	0.113495516	0	0	0	0	0	3
15	30	0	0.188325577	10.5428249	10.8606678	10.5428249	10.9968664	0.136198578	0	0	0	0	0	3
16	31	0	0.200880616	10.4793493	10.8368354	10.4793493	10.9968664	0.160030982	0	0	0	0	0	3
17	32	0	0.213435654	10.4071667	10.8115608	10.4071667	10.9968664	0.185305611	0	0	0	0	0	3
18	34	0	0.225990693	10.3526214	10.7860641	10.3526214	10.9968664	0.210802241	0	0	0	0	0	3
19	35	0	0.238545731	10.3124202	10.7611355	10.3124202	10.9968664	0.235730869	0	0	0	0	0	3
20	37	0	0.25110077	10.2512903	10.7356433	10.2512903	10.9968664	0.26122313	0	0	0	0	0	3
21	39	0	0.263655808	10.1875522	10.7095437	10.1875522	10.9968664	0.287322703	0	0	0	0	0	3
22	40	0	0.276210847	10.0988039	10.6817828	10.0988039	10.9968664	0.315083604	0	0	0	0	0	3
23	42	0	0.288765885	10.0131242	10.6527107	10.0131242	10.9968664	0.344155714	0	0	0	0	0	3
24	43	0	0.301320924	9.90310547	10.6214771	9.90310547	10.9968664	0.375389264	0	0	0	0	0	3
25	45	0	0.313875962	9.82188363	10.5894934	9.82188363	10.9968664	0.407373004	0	0	0	0	0	3
26	46	0	0.326431001	9.70678593	10.5555431	9.70678593	10.9968664	0.44132329	0	0	0	0	0	3
